TAB NAME: Sri_Lanka_Hospitals_2026_Canonical_1206.csv>
index,hospitalId,sourceRow,Province,RDHS Division,category,categoryFullName,name,Authority,Remarks
849,MOH2026-0854,854,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Thambagalla,Provincial Ministry,
850,MOH2026-0855,855,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Thoduwawa,Provincial Ministry,
851,MOH2026-0856,856,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Walahapitiya,Provincial Ministry,
852,MOH2026-0857,857,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Wennappuwa,Provincial Ministry,
853,MOH2026-0858,858,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Weppamadu,Provincial Ministry,
854,MOH2026-0859,859,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Wijayakatupotha,Provincial Ministry,
855,MOH2026-0860,860,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Wilpotha,Provincial Ministry,
856,MOH2026-0861,861,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Yatakalana,Provincial Ministry,
857,MOH2026-0862,862,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Al-Quassim,Provincial Ministry,Non Functioning
858,MOH2026-0863,863,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Kivula,Provincial Ministry,Non Functioning
859,MOH2026-0864,864,North Central Province,RDHS Anuradhapura,TH,Teaching Hospital,TH Anuradhapura,Line Ministry,
860,MOH2026-0865,865,North Central Province,RDHS Anuradhapura,BHA,Base Hospital Type - A,BHA Thambuththegama,Provincial Ministry,
861,MOH2026-0866,866,North Central Province,RDHS Anuradhapura,BHB,Base Hospital Type - B,BHB Kabithigollewa,Provincial Ministry,
862,MOH2026-0867,867,North Central Province,RDHS Anuradhapura,BHB,Base Hospital Type - B,BHB Kahatagasdigiliya,Provincial Ministry,
863,MOH2026-0868,868,North Central Province,RDHS Anuradhapura,BHB,Base Hospital Type - B,BHB Kekirawa,Provincial Ministry,
864,MOH2026-0869,869,North Central Province,RDHS Anuradhapura,BHB,Base Hospital Type - B,BHB Medawachchiya,Provincial Ministry,
865,MOH2026-0870,870,North Central Province,RDHS Anuradhapura,BHB,Base Hospital Type - B,BHB Padaviya,Provincial Ministry,
866,MOH2026-0871,871,North Central Province,RDHS Anuradhapura,DHA,Divisional Hospital Type - A,DHA Nochchiyagama,Provincial Ministry,
867,MOH2026-0872,872,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Elayapaththuwa,Provincial Ministry,
868,MOH2026-0873,873,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Eppawala,Provincial Ministry,
869,MOH2026-0874,874,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Galenbindunuwewa,Provincial Ministry,
870,MOH2026-0875,875,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Galnewa,Provincial Ministry,
871,MOH2026-0876,876,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Horowpothana,Provincial Ministry,
872,MOH2026-0877,877,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Huruluwewa,Provincial Ministry,
873,MOH2026-0878,878,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Maradankadawala,Provincial Ministry,
874,MOH2026-0879,879,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Mihintale,Provincial Ministry,
875,MOH2026-0880,880,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Thalawa,Provincial Ministry,
876,MOH2026-0881,881,North Central Province,RDHS Anuradhapura,DHB,Divisional Hospital Type - B,DHB Thanthirimale,Provincial Ministry,
877,MOH2026-0882,882,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Adiyagala,Provincial Ministry,
878,MOH2026-0883,883,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Galkiriyagama,Provincial Ministry,
879,MOH2026-0884,884,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Habarana,Provincial Ministry,
880,MOH2026-0885,885,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Kalawewa,Provincial Ministry,
881,MOH2026-0886,886,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Kallanchiya,Provincial Ministry,
882,MOH2026-0887,887,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Kapugollewa,Provincial Ministry,
883,MOH2026-0888,888,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Katiyawa,Provincial Ministry,
884,MOH2026-0889,889,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Mahavilachchiya,Provincial Ministry,
885,MOH2026-0890,890,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Nachchaduwa,Provincial Ministry,
886,MOH2026-0891,891,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Negampaha,Provincial Ministry,
887,MOH2026-0892,892,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Nelubewa,Provincial Ministry,
888,MOH2026-0893,893,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Pairamaduwa,Provincial Ministry,
889,MOH2026-0894,894,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Parasangaswewa,Provincial Ministry,
890,MOH2026-0895,895,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Rajanganaya Track 11,Provincial Ministry,
891,MOH2026-0896,896,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Rajanganaya Track 5,Provincial Ministry,
892,MOH2026-0897,897,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Ranorawa,Provincial Ministry,
893,MOH2026-0898,898,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Rathmalgahawewa,Provincial Ministry,
894,MOH2026-0899,899,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Senapura,Provincial Ministry,
895,MOH2026-0900,900,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Thammennawa,Provincial Ministry,
896,MOH2026-0901,901,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Wahalkada,Provincial Ministry,
897,MOH2026-0902,902,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Rambewa,Provincial Ministry,
898,MOH2026-0903,903,North Central Province,RDHS Anuradhapura,DHC,Divisional Hospital Type - C,DHC Prison Hospital,Provincial Ministry,
899,MOH2026-0904,904,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Dewanampiyathissapura,Provincial Ministry,
900,MOH2026-0905,905,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Ethakada,Provincial Ministry,
901,MOH2026-0906,906,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Galadiulwewa,Provincial Ministry,
902,MOH2026-0907,907,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Galkulama,Provincial Ministry,
903,MOH2026-0908,908,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Gambirigaswewa,Provincial Ministry,
904,MOH2026-0909,909,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Jayawewa,Provincial Ministry,
905,MOH2026-0910,910,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Kedewa,Provincial Ministry,
906,MOH2026-0911,911,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Konwewa,Provincial Ministry,
907,MOH2026-0912,912,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Kunchikulama,Provincial Ministry,
908,MOH2026-0913,913,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Labunoruwa,Provincial Ministry,
909,MOH2026-0914,914,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Madatugama,Provincial Ministry,
910,MOH2026-0915,915,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Mahailluppallama,Provincial Ministry,
911,MOH2026-0916,916,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Mahasenpura,Provincial Ministry,
912,MOH2026-0917,917,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Namalpura,Provincial Ministry,
913,MOH2026-0918,918,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Padavi Parakramapura,Provincial Ministry,
914,MOH2026-0919,919,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Poonewa,Provincial Ministry,
915,MOH2026-0920,920,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Pubudupura,Provincial Ministry,
916,MOH2026-0921,921,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Puliyankulama,Provincial Ministry,
917,MOH2026-0922,922,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Ranajayapura,Provincial Ministry,
918,MOH2026-0923,923,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Sacred City,Provincial Ministry,
919,MOH2026-0924,924,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Thiththagonewa,Provincial Ministry,
920,MOH2026-0925,925,North Central Province,RDHS Anuradhapura,PMCU,Primary Medical Care Unit,PMCU Wijepura,Provincial Ministry,
921,MOH2026-0926,926,North Central Province,RDHS Polonnaruwa,Special,Other Specialized Hospital,National Nephrology Specialized Hospital,Line Ministry,
922,MOH2026-0927,927,North Central Province,RDHS Polonnaruwa,DGH,District General Hospital,DGH Polonnaruwa,Line Ministry,
923,MOH2026-0928,928,North Central Province,RDHS Polonnaruwa,BHA,Base Hospital Type - A,BHA Medirigiriya,Provincial Ministry,
924,MOH2026-0929,929,North Central Province,RDHS Polonnaruwa,BHB,Base Hospital Type - B,BHB Hingurakgoda,Provincial Ministry,
925,MOH2026-0930,930,North Central Province,RDHS Polonnaruwa,BHB,Base Hospital Type - B,BHB Welikanda,Provincial Ministry,
926,MOH2026-0931,931,North Central Province,RDHS Polonnaruwa,DHB,Divisional Hospital Type - B,DHB Aralaganwila,Provincial Ministry,
927,MOH2026-0932,932,North Central Province,RDHS Polonnaruwa,DHB,Divisional Hospital Type - B,DHB Bakamoona,Provincial Ministry,
928,MOH2026-0933,933,North Central Province,RDHS Polonnaruwa,DHB,Divisional Hospital Type - B,DHB Pulasthigama,Provincial Ministry,
929,MOH2026-0934,934,North Central Province,RDHS Polonnaruwa,DHC,Divisional Hospital Type - C,DHC Attanakadawala,Provincial Ministry,
930,MOH2026-0935,935,North Central Province,RDHS Polonnaruwa,DHC,Divisional Hospital Type - C,DHC Diyabeduma,Provincial Ministry,
931,MOH2026-0936,936,North Central Province,RDHS Polonnaruwa,DHC,Divisional Hospital Type - C,DHC Galamuna,Provincial Ministry,
932,MOH2026-0937,937,North Central Province,RDHS Polonnaruwa,DHC,Divisional Hospital Type - C,DHC Jayanthipuraya & Rehabilitation Hospital,Provincial Ministry,
933,MOH2026-0938,938,North Central Province,RDHS Polonnaruwa,DHC,Divisional Hospital Type - C,DHC Manampitiya / Dimbulagala,Provincial Ministry,
934,MOH2026-0939,939,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Ambagaswewa,Provincial Ministry,
935,MOH2026-0940,940,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Aselapura,Provincial Ministry,
936,MOH2026-0941,941,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Bogaswewa,Provincial Ministry,(30.11.2024)
937,MOH2026-0942,942,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Damminna,Provincial Ministry,
938,MOH2026-0943,943,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Divulankadawala,Provincial Ministry,
939,MOH2026-0944,944,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Ellewewa,Provincial Ministry,
940,MOH2026-0945,945,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Galoya,Provincial Ministry,
941,MOH2026-0946,946,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Hatharaskotuwa,Provincial Ministry,
942,MOH2026-0947,947,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Kekuluwela,Provincial Ministry,
943,MOH2026-0948,948,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Meegaswewa,Provincial Ministry,
944,MOH2026-0949,949,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Nuwaragala,Provincial Ministry,
945,MOH2026-0950,950,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Onegama,Provincial Ministry,
946,MOH2026-0951,951,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Parakkramasamuddraya,Provincial Ministry,
947,MOH2026-0952,952,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Sevanapitiya,Provincial Ministry,
948,MOH2026-0953,953,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Singhapura,Provincial Ministry,
949,MOH2026-0954,954,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Sripura,Provincial Ministry,
950,MOH2026-0955,955,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Weheragala,Provincial Ministry,
951,MOH2026-0956,956,North Central Province,RDHS Polonnaruwa,PMCU,Primary Medical Care Unit,PMCU Wijepura,Provincial Ministry,
952,MOH2026-0957,957,Uva Province,RDHS Badulla,TH,Teaching Hospital,TH Badulla,Line Ministry,
953,MOH2026-0958,958,Uva Province,RDHS Badulla,BHA,Base Hospital Type - A,BHA Diyatalawa,Provincial Ministry,
954,MOH2026-0959,959,Uva Province,RDHS Badulla,BHA,Base Hospital Type - A,BHA Mahiyanganaya,Provincial Ministry,
955,MOH2026-0960,960,Uva Province,RDHS Badulla,BHB,Base Hospital Type - B,BHB Welimada,Provincial Ministry,
956,MOH2026-0961,961,Uva Province,RDHS Badulla,BHB,Base Hospital Type - B,BHB Bandarawela,Provincial Ministry,
957,MOH2026-0962,962,Uva Province,RDHS Badulla,DHA,Divisional Hospital Type - A,DHA Passara,Provincial Ministry,
958,MOH2026-0963,963,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Girandurukotte,Provincial Ministry,
959,MOH2026-0964,964,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Haputhale,Provincial Ministry,
960,MOH2026-0965,965,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Kandaketiya,Provincial Ministry,
961,MOH2026-0966,966,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Koslanda,Provincial Ministry,
962,MOH2026-0967,967,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Lunugala,Provincial Ministry,
963,MOH2026-0968,968,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Metigahathenna,Provincial Ministry,
964,MOH2026-0969,969,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Meegahakiula,Provincial Ministry,
965,MOH2026-0970,970,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Uraniya,Provincial Ministry,
966,MOH2026-0971,971,Uva Province,RDHS Badulla,DHB,Divisional Hospital Type - B,DHB Uva-Paranagama,Provincial Ministry,
967,MOH2026-0972,972,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Bibilegama,Provincial Ministry,Function as a PMCU
968,MOH2026-0973,973,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Bogahakumbura,Provincial Ministry,
969,MOH2026-0974,974,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Boralanda,Provincial Ministry,
970,MOH2026-0975,975,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Dambana,Provincial Ministry,
971,MOH2026-0976,976,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Dambethenna,Provincial Ministry,Function as a PMCU
972,MOH2026-0977,977,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Demodara,Provincial Ministry,
973,MOH2026-0978,978,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Downside,Provincial Ministry,Function as a PMCU
974,MOH2026-0979,979,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Ekiriyankumbura,Provincial Ministry,
975,MOH2026-0980,980,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Etampitiya,Provincial Ministry,
976,MOH2026-0981,981,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Galauda,Provincial Ministry,
977,MOH2026-0982,982,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Glenanore,Provincial Ministry,
978,MOH2026-0983,983,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Haggala,Provincial Ministry,Function as a PMCU
979,MOH2026-0984,984,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Haldummulla,Provincial Ministry,
980,MOH2026-0985,985,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Hopton,Provincial Ministry,
981,MOH2026-0986,986,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Kahataruppa,Provincial Ministry,
982,MOH2026-0987,987,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Kanawerella,Provincial Ministry,Function as a PMCU
983,MOH2026-0988,988,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Kandagolla,Provincial Ministry,
984,MOH2026-0989,989,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Kandegedara,Provincial Ministry,
985,MOH2026-0990,990,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Kirklees,Provincial Ministry,Function as a PMCU
986,MOH2026-0991,991,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Mahadowa,Provincial Ministry,Function as a PMCU
987,MOH2026-0992,992,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Meedumpitiya,Provincial Ministry,
988,MOH2026-0993,993,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Mirahawaththa,Provincial Ministry,
989,MOH2026-0994,994,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Nadungamuwa,Provincial Ministry,
990,MOH2026-0995,995,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Poonagala,Provincial Ministry,Function as a PMCU
991,MOH2026-0996,996,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Roeberry,Provincial Ministry,
992,MOH2026-0997,997,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Sarniya,Provincial Ministry,Function as a PMCU
993,MOH2026-0998,998,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Springvally,Provincial Ministry,
994,MOH2026-0999,999,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Thelbedda,Provincial Ministry,Function as a PMCU
995,MOH2026-1000,1000,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Udaweriya,Provincial Ministry,Function as a PMCU
996,MOH2026-1001,1001,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Unagolla,Provincial Ministry,Function as a PMCU
997,MOH2026-1002,1002,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Ury,Provincial Ministry,Function as a PMCU
998,MOH2026-1003,1003,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Uva Highland,Provincial Ministry,Function as a PMCU
999,MOH2026-1004,1004,Uva Province,RDHS Badulla,DHC,Divisional Hospital Type - C,DHC Wewegama,Provincial Ministry,
