TAB NAME: Sri_Lanka_Hospitals_2026_Canonical_1206.csv>
index,hospitalId,sourceRow,Province,RDHS Division,category,categoryFullName,name,Authority,Remarks
644,MOH2026-0649,649,Eastern Province,RDHS Batticaloa,PMCU,Primary Medical Care Unit,PMCU Panchenai,Provincial Ministry,
645,MOH2026-0650,650,Eastern Province,RDHS Batticaloa,PMCU,Primary Medical Care Unit,PMCU Periyapullumalai,Provincial Ministry,
646,MOH2026-0651,651,Eastern Province,RDHS Batticaloa,PMCU,Primary Medical Care Unit,PMCU Rithithenna,Provincial Ministry,
647,MOH2026-0652,652,Eastern Province,RDHS Batticaloa,PMCU,Primary Medical Care Unit,PMCU Thikkodai,Provincial Ministry,
648,MOH2026-0653,653,Eastern Province,RDHS Batticaloa,PMCU,Primary Medical Care Unit,PMCU Thiraimadu,Provincial Ministry,
649,MOH2026-0654,654,Eastern Province,RDHS Batticaloa,PMCU,Primary Medical Care Unit,PMCU Unnichchai,Provincial Ministry,
650,MOH2026-0655,655,Eastern Province,RDHS Ampara,DGH,District General Hospital,DGH Ampara,Line Ministry,
651,MOH2026-0656,656,Eastern Province,RDHS Ampara,BHA,Base Hospital Type - A,BHA Dehiattakandiya,Provincial Ministry,
652,MOH2026-0657,657,Eastern Province,RDHS Ampara,BHB,Base Hospital Type - B,BHB Mahaoya,Provincial Ministry,
653,MOH2026-0658,658,Eastern Province,RDHS Ampara,DHB,Divisional Hospital Type - B,DHB Padiyathalawa,Provincial Ministry,
654,MOH2026-0659,659,Eastern Province,RDHS Ampara,DHC,Divisional Hospital Type - C,DHC Damana,Provincial Ministry,
655,MOH2026-0660,660,Eastern Province,RDHS Ampara,DHC,Divisional Hospital Type - C,DHC Lahugala,Provincial Ministry,
656,MOH2026-0661,661,Eastern Province,RDHS Ampara,DHC,Divisional Hospital Type - C,DHC Panama,Provincial Ministry,
657,MOH2026-0662,662,Eastern Province,RDHS Ampara,DHC,Divisional Hospital Type - C,DHC Senerathpura,Provincial Ministry,
658,MOH2026-0663,663,Eastern Province,RDHS Ampara,DHC,Divisional Hospital Type - C,DHC Thottama,Provincial Ministry,
659,MOH2026-0664,664,Eastern Province,RDHS Ampara,DHC,Divisional Hospital Type - C,DHC Wadinagala,Provincial Ministry,
660,MOH2026-0665,665,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Ambagahawella,Provincial Ministry,
661,MOH2026-0666,666,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Bokkebedda,Provincial Ministry,
662,MOH2026-0667,667,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Gonagala,Provincial Ministry,
663,MOH2026-0668,668,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Himithurawa,Provincial Ministry,
664,MOH2026-0669,669,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Koknahara,Provincial Ministry,
665,MOH2026-0670,670,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Kolamanthalawa,Provincial Ministry,
666,MOH2026-0671,671,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Lihiniyagama,Provincial Ministry,
667,MOH2026-0672,672,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Madawalanda,Provincial Ministry,
668,MOH2026-0673,673,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Mawanawela,Provincial Ministry,
669,MOH2026-0674,674,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Muwangala,Provincial Ministry,
670,MOH2026-0675,675,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Namaloya,Provincial Ministry,
671,MOH2026-0676,676,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Nawamadagama,Provincial Ministry,
672,MOH2026-0677,677,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Pannalgama,Provincial Ministry,
673,MOH2026-0678,678,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Paragahakale,Provincial Ministry,
674,MOH2026-0679,679,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Sandunpura,Provincial Ministry,
675,MOH2026-0680,680,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Thampitiya,Provincial Ministry,
676,MOH2026-0681,681,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Uhana,Provincial Ministry,
677,MOH2026-0682,682,Eastern Province,RDHS Ampara,PMCU,Primary Medical Care Unit,PMCU Weeragoda,Provincial Ministry,
678,MOH2026-0683,683,Eastern Province,RDHS Kalmunai,BHA,Base Hospital Type - A,BHA Kalmunai North,Line Ministry,
679,MOH2026-0684,684,Eastern Province,RDHS Kalmunai,BHA,Base Hospital Type - A,BHA Kalmunai South (Ashraff Memorial Hospital),Line Ministry,
680,MOH2026-0685,685,Eastern Province,RDHS Kalmunai,BHA,Base Hospital Type - A,BHA Akkaraipattu,Line Ministry,
681,MOH2026-0686,686,Eastern Province,RDHS Kalmunai,BHA,Base Hospital Type - A,BHA Potuvil,Line Ministry,
682,MOH2026-0687,687,Eastern Province,RDHS Kalmunai,BHA,Base Hospital Type - A,BHA Sammanthurai,Provincial Ministry,
683,MOH2026-0688,688,Eastern Province,RDHS Kalmunai,BHB,Base Hospital Type - B,BHB Ninthavur,Provincial Ministry,
684,MOH2026-0689,689,Eastern Province,RDHS Kalmunai,BHB,Base Hospital Type - B,BHB Thirukovil,Provincial Ministry,
685,MOH2026-0690,690,Eastern Province,RDHS Kalmunai,DHA,Divisional Hospital Type - A,DHA Sainthamaruthu,Provincial Ministry,
686,MOH2026-0691,691,Eastern Province,RDHS Kalmunai,DHB,Divisional Hospital Type - B,DHB Akkaraipattu,Provincial Ministry,
687,MOH2026-0692,692,Eastern Province,RDHS Kalmunai,DHB,Divisional Hospital Type - B,DHB Maruthamunai,Provincial Ministry,
688,MOH2026-0693,693,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Addalaichenai,Provincial Ministry,
689,MOH2026-0694,694,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Annamalai,Provincial Ministry,
690,MOH2026-0695,695,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Central Camp,Provincial Ministry,
691,MOH2026-0696,696,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Deegawapiya,Provincial Ministry,
692,MOH2026-0697,697,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Irakkamam,Provincial Ministry,
693,MOH2026-0698,698,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Karaithivu,Provincial Ministry,
694,MOH2026-0699,699,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Malwatta,Provincial Ministry,
695,MOH2026-0700,700,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Oluvil,Provincial Ministry,
696,MOH2026-0701,701,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Palamunai,Provincial Ministry,
697,MOH2026-0702,702,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Panankadu,Provincial Ministry,
698,MOH2026-0703,703,Eastern Province,RDHS Kalmunai,DHC,Divisional Hospital Type - C,DHC Sennelgramam,Provincial Ministry,
699,MOH2026-0704,704,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Alamkulam,Provincial Ministry,
700,MOH2026-0705,705,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Chenaikudiyiruppu,Provincial Ministry,
701,MOH2026-0706,706,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Komari,Provincial Ministry,
702,MOH2026-0707,707,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Mawadipalli,Provincial Ministry,
703,MOH2026-0708,708,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Muhammadiyapuram,Provincial Ministry,
704,MOH2026-0709,709,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Periyaneelawanai,Provincial Ministry,
705,MOH2026-0710,710,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Sorikalmunai,Provincial Ministry,
706,MOH2026-0711,711,Eastern Province,RDHS Kalmunai,PMCU,Primary Medical Care Unit,PMCU Ullai,Provincial Ministry,
707,MOH2026-0712,712,North Western Province,RDHS Kurunegala,TH,Teaching Hospital,TH Kuliyapitiya,Line Ministry,
708,MOH2026-0713,713,North Western Province,RDHS Kurunegala,TH,Teaching Hospital,TH Kurunegala,Line Ministry,
709,MOH2026-0714,714,North Western Province,RDHS Kurunegala,BHA,Base Hospital Type - A,BHA Nikaweratiya,Provincial Ministry,
710,MOH2026-0715,715,North Western Province,RDHS Kurunegala,BHB,Base Hospital Type - B,BHB Dambadeniya,Provincial Ministry,
711,MOH2026-0716,716,North Western Province,RDHS Kurunegala,BHB,Base Hospital Type - B,BHB Galgamuwa,Provincial Ministry,
712,MOH2026-0717,717,North Western Province,RDHS Kurunegala,BHB,Base Hospital Type - B,BHB Polpitigama,Provincial Ministry,
713,MOH2026-0718,718,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Alawwa,Provincial Ministry,
714,MOH2026-0719,719,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Gokaralla,Provincial Ministry,
715,MOH2026-0720,720,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Hiripitiya,Provincial Ministry,
716,MOH2026-0721,721,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Maho,Provincial Ministry,
717,MOH2026-0722,722,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Mawathagama,Provincial Ministry,
718,MOH2026-0723,723,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Rideegama,Provincial Ministry,
719,MOH2026-0724,724,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Sandalankawa,Provincial Ministry,
720,MOH2026-0725,725,North Western Province,RDHS Kurunegala,DHA,Divisional Hospital Type - A,DHA Wariyapola,Provincial Ministry,
721,MOH2026-0726,726,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Ambampola,Provincial Ministry,
722,MOH2026-0727,727,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Bingiriya,Provincial Ministry,
723,MOH2026-0728,728,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Hettipola,Provincial Ministry,
724,MOH2026-0729,729,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Kadanegedara,Provincial Ministry,
725,MOH2026-0730,730,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Katupotha,Provincial Ministry,
726,MOH2026-0731,731,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Kobeigane,Provincial Ministry,
727,MOH2026-0732,732,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Meegalewa,Provincial Ministry,
728,MOH2026-0733,733,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Narammala,Provincial Ministry,
729,MOH2026-0734,734,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Nikawewa,Provincial Ministry,
730,MOH2026-0735,735,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Pahalagiribawa,Provincial Ministry,
731,MOH2026-0736,736,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Polgahawela,Provincial Ministry,
732,MOH2026-0737,737,North Western Province,RDHS Kurunegala,DHB,Divisional Hospital Type - B,DHB Thalampitiya,Provincial Ministry,
733,MOH2026-0738,738,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Atharagalla,Provincial Ministry,
734,MOH2026-0739,739,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Delvita,Provincial Ministry,
735,MOH2026-0740,740,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Dunakadeniya,Provincial Ministry,
736,MOH2026-0741,741,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Ehatuwewa,Provincial Ministry,
737,MOH2026-0742,742,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Gonigoda,Provincial Ministry,
738,MOH2026-0743,743,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Indulgodakanda,Provincial Ministry,
739,MOH2026-0744,744,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Karabe,Provincial Ministry,
740,MOH2026-0745,745,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Koshena,Provincial Ministry,
741,MOH2026-0746,746,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Kotawehera,Provincial Ministry,
742,MOH2026-0747,747,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Mahagirilla,Provincial Ministry,
743,MOH2026-0748,748,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Mahamukalanyaya,Provincial Ministry,
744,MOH2026-0749,749,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Mahananneriya,Provincial Ministry,
745,MOH2026-0750,750,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Muwanhela,Provincial Ministry,
746,MOH2026-0751,751,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Nagollagama,Provincial Ministry,
747,MOH2026-0752,752,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Nawathalwaththa,Provincial Ministry,
748,MOH2026-0753,753,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Rajanganaya,Provincial Ministry,
749,MOH2026-0754,754,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Uhumeeya,Provincial Ministry,including Mental Health Rehabilitation Unit
750,MOH2026-0755,755,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Weerambugedara (Gonawa),Provincial Ministry,
751,MOH2026-0756,756,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Weerapokuna,Provincial Ministry,
752,MOH2026-0757,757,North Western Province,RDHS Kurunegala,DHC,Divisional Hospital Type - C,DHC Wellawa,Provincial Ministry,
753,MOH2026-0758,758,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Ballala,Provincial Ministry,
754,MOH2026-0759,759,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Bandarakoswatta,Provincial Ministry,
755,MOH2026-0760,760,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Bathalagoda,Provincial Ministry,
756,MOH2026-0761,761,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Bihalpola,Provincial Ministry,
757,MOH2026-0762,762,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Bopitiya,Provincial Ministry,
758,MOH2026-0763,763,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Boraluwewa,Provincial Ministry,
759,MOH2026-0764,764,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Boyawalana,Provincial Ministry,
760,MOH2026-0765,765,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Buluwala,Provincial Ministry,
761,MOH2026-0766,766,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Digampitiya,Provincial Ministry,
762,MOH2026-0767,767,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Divrumpola,Provincial Ministry,
763,MOH2026-0768,768,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Divullegoda,Provincial Ministry,
764,MOH2026-0769,769,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Dodangaslanda,Provincial Ministry,
765,MOH2026-0770,770,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Dothalla,Provincial Ministry,
766,MOH2026-0771,771,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Elabadagama,Provincial Ministry,
767,MOH2026-0772,772,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Ethanawaththa,Provincial Ministry,
768,MOH2026-0773,773,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Gonagama,Provincial Ministry,
769,MOH2026-0774,774,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Hiruwalpola,Provincial Ministry,
770,MOH2026-0775,775,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Horatapola,Provincial Ministry,
771,MOH2026-0776,776,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Iguruwatta,Provincial Ministry,
772,MOH2026-0777,777,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kadigawa,Provincial Ministry,
773,MOH2026-0778,778,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kahapathwala,Provincial Ministry,
774,MOH2026-0779,779,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kakunugolla,Provincial Ministry,
775,MOH2026-0780,780,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kalugalla,Provincial Ministry,
776,MOH2026-0781,781,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kattimahana,Provincial Ministry,
777,MOH2026-0782,782,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kelegama,Provincial Ministry,
778,MOH2026-0783,783,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kimbulwanaoya,Provincial Ministry,
779,MOH2026-0784,784,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kolambagama,Provincial Ministry,
780,MOH2026-0785,785,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kosdeniya,Provincial Ministry,
781,MOH2026-0786,786,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kuda galgamuwa,Provincial Ministry,
782,MOH2026-0787,787,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Kumbukwewa,Provincial Ministry,
783,MOH2026-0788,788,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Madahapola,Provincial Ministry,
784,MOH2026-0789,789,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Makulpotha,Provincial Ministry,
785,MOH2026-0790,790,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Malsiripura,Provincial Ministry,
786,MOH2026-0791,791,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Maspotha,Provincial Ministry,
787,MOH2026-0792,792,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Minuwangate,Provincial Ministry,
788,MOH2026-0793,793,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Mohottuwagoda,Provincial Ministry,
789,MOH2026-0794,794,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Moonamaldeniya,Provincial Ministry,
790,MOH2026-0795,795,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Narangoda,Provincial Ministry,
791,MOH2026-0796,796,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Netiya,Provincial Ministry,
792,MOH2026-0797,797,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Pansiyagama,Provincial Ministry,(30.11.2024)
793,MOH2026-0798,798,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Pothuhera,Provincial Ministry,
794,MOH2026-0799,799,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Pothuwila,Provincial Ministry,
795,MOH2026-0800,800,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Rasnayakapura,Provincial Ministry,
796,MOH2026-0801,801,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Siyabalangamuwa,Provincial Ministry,
797,MOH2026-0802,802,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Thalawa,Provincial Ministry,
798,MOH2026-0803,803,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Tharana - uduwela,Provincial Ministry,
799,MOH2026-0804,804,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Thisogama,Provincial Ministry,
800,MOH2026-0805,805,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Thlakolawewa,Provincial Ministry,
801,MOH2026-0806,806,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Udubaddawa,Provincial Ministry,
802,MOH2026-0807,807,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Udumulla,Provincial Ministry,
803,MOH2026-0808,808,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Uhumeeya,Provincial Ministry,
804,MOH2026-0809,809,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Usgala Siyabalangamuwa,Provincial Ministry,
805,MOH2026-0810,810,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Wadakada,Provincial Ministry,
806,MOH2026-0811,811,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Welikare,Provincial Ministry,
807,MOH2026-0812,812,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Weuda,Provincial Ministry,
808,MOH2026-0813,813,North Western Province,RDHS Kurunegala,PMCU,Primary Medical Care Unit,PMCU Wewagama,Provincial Ministry,
809,MOH2026-0814,814,North Western Province,RDHS Puttalam,DGH,District General Hospital,DGH Chilaw,Line Ministry,
810,MOH2026-0815,815,North Western Province,RDHS Puttalam,BHA,Base Hospital Type - A,BHA Puttalam,Provincial Ministry,
811,MOH2026-0816,816,North Western Province,RDHS Puttalam,BHB,Base Hospital Type - B,BHB Anamaduwa,Provincial Ministry,
812,MOH2026-0817,817,North Western Province,RDHS Puttalam,BHB,Base Hospital Type - B,BHB Kalpitiya,Provincial Ministry,
813,MOH2026-0818,818,North Western Province,RDHS Puttalam,BHB,Base Hospital Type - B,BHB Marawila,Provincial Ministry,
814,MOH2026-0819,819,North Western Province,RDHS Puttalam,DHA,Divisional Hospital Type - A,DHA Dankotuwa,Provincial Ministry,
815,MOH2026-0820,820,North Western Province,RDHS Puttalam,DHB,Divisional Hospital Type - B,DHB Lunuwila,Provincial Ministry,
816,MOH2026-0821,821,North Western Province,RDHS Puttalam,DHB,Divisional Hospital Type - B,DHB Mundalama,Provincial Ministry,
817,MOH2026-0822,822,North Western Province,RDHS Puttalam,DHB,Divisional Hospital Type - B,DHB Udappuwa,Provincial Ministry,
818,MOH2026-0823,823,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Aluthgama,Provincial Ministry,
819,MOH2026-0824,824,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Anawilundawa,Provincial Ministry,
820,MOH2026-0825,825,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Galmuruwa,Provincial Ministry,
821,MOH2026-0826,826,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Koththanthivu,Provincial Ministry,
822,MOH2026-0827,827,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Kottukachchiya,Provincial Ministry,
823,MOH2026-0828,828,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Madampe,Provincial Ministry,
824,MOH2026-0829,829,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Nawagaththegama,Provincial Ministry,
825,MOH2026-0830,830,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Thabbowa,Provincial Ministry,
826,MOH2026-0831,831,North Western Province,RDHS Puttalam,DHC,Divisional Hospital Type - C,DHC Wanathawilluva,Provincial Ministry,(30.12.2024)
827,MOH2026-0832,832,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Alankuda,Provincial Ministry,
828,MOH2026-0833,833,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Hidhdranagar,Provincial Ministry,
829,MOH2026-0834,834,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Kandakuda,Provincial Ministry,
830,MOH2026-0835,835,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Karambe,Provincial Ministry,
831,MOH2026-0836,836,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Karathivu,Provincial Ministry,
832,MOH2026-0837,837,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Kirimetiyana,Provincial Ministry,
833,MOH2026-0838,838,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Kokkawila,Provincial Ministry,
834,MOH2026-0839,839,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Koswaththa,Provincial Ministry,
835,MOH2026-0840,840,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Madawakkulama,Provincial Ministry,
836,MOH2026-0841,841,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Madurankuliya,Provincial Ministry,
837,MOH2026-0842,842,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Mahakubukkadawala,Provincial Ministry,
838,MOH2026-0843,843,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Mampuri,Provincial Ministry,
839,MOH2026-0844,844,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Maningala,Provincial Ministry,
840,MOH2026-0845,845,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Mellawa,Provincial Ministry,
841,MOH2026-0846,846,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Mudhalakkuliya,Provincial Ministry,
842,MOH2026-0847,847,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Nagawillu,Provincial Ministry,
843,MOH2026-0848,848,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Nainamadama,Provincial Ministry,
844,MOH2026-0849,849,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Naththandiya,Provincial Ministry,
845,MOH2026-0850,850,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Pallama,Provincial Ministry,
846,MOH2026-0851,851,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Pothuwatawana,Provincial Ministry,
847,MOH2026-0852,852,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Puladhiwasal,Provincial Ministry,
848,MOH2026-0853,853,North Western Province,RDHS Puttalam,PMCU,Primary Medical Care Unit,PMCU Thalawila,Provincial Ministry,
